sentence,label,dataset
不错，用了几天特来评价,1,jd
老板人很好，给的货也很好，我好多朋友品尝以后对他家的茶赞不绝口！,1,jd
不防蚊。。。。。。。。坑啊。沐浴液也不行,0,jd
非常满意，比图片还靠谱,1,jd
用第一次三孔插座就坏了。质量和用料不是太理想！,0,jd
非常好，宝宝很喜欢睡。,1,jd
经济实惠，底座好简单&hellip;&hellip;,1,jd
发的货跟购买实物不一致，物流超慢，很不满意的一次购物,0,jd
宝贝质量非常好，好评！！！,1,jd
东西很好，很好用，便宜,1,jd
东西okay！！！发票花了我好几天时间！！！！不满意,0,jd
还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花还可以吧，就是碟面有磨花,0,jd
\n产品很好，服务态度也好！ ,1,jd
送完女友，就跟我分手了，我觉得是袜子的问题，差评,0,jd
看起还不错就是效果不好,0,jd
还不错 形状不是很合手,1,jd
好吃，好好，好吃还会买～,1,jd
a　c　《f新编计k算机组装p与维修r应s用w教程》x具有以下特点：体例完整《新编计算机组装与维修应用教程》W根据教育部,1,jd
给家人买的，东西很偏宜，送货也很快！,1,jd
没什么太大作用，连一张台湾地图或地铁线路图都没有。不建议买。,0,jd
书的质量很差  湿了 然后晒干发给我的,0,jd
名家名作，开卷有益，备存，慢慢品读,1,jd
口袋书，好棒的感觉！,1,jd
硬盘开机就坏了,0,jd
鞋子不错下次还会买，就是物流慢了点！估计双十一！辛苦快递小哥了！\n,1,jd
挺厚实，颜色也正，就是感觉有点贵了，其实还可以接受的了,1,jd
带了一段时间暂时感觉不到效果.....   待观察,1,jd
很好的一次购物，眼镜很喜欢，太阳光都可以挡住，这个价位很值，下次再来。,1,jd
以前在快乐购给父母买过一个，还行，只是倒菜不方便，关注这款锅很久，包括他的网站。一来货，立即下单，一收货，立即作菜。五天了，发现比我以前买的还好。,1,jd
什么晚上有亮光啊，狗瘠薄都没有，包装也不怎么样这破玩意都没有地摊货好，还卖三十多，纯属欺骗消费者呢。,0,jd
买来单位用的，没注意看尺寸，小了点,1,jd
感觉有点小，带着不舒服，收了运费还不给送到，别的物流都能到，差评,0,jd
唯一的不足就是，冬天穿它有点冷！是我没选好\n,1,jd
和想象中的一样「」「」「」「」「「「「「「,1,jd
尺寸太小，严重慢撒气！,0,jd
实物与图差别太大,0,jd
假的，一看就是假的，一扣那皮带都掉渣，连特么革的都不是，又一次成功买到假货了，靠靠靠,0,jd
物流速度慢过蜗牛,0,jd
发个货能发半个月！一个星都不想给,0,jd
有瑕疵，以后发货的时候希望店家仔细点。,0,jd
很好吃，家人很喜欢，下次还买！,1,jd
价格实惠  比旗舰店便宜,1,jd
这件枕套薄了点,1,jd
试吃了一粒，味道很不错，是软糖。儿子很爱吃，经常自己偷偷去拿吃，还好是安全锁盖。,1,jd
孩子很喜欢，续航时间能更久一点就好了。,1,jd
奶粉有虫子，假货，黑心商家千万别买,0,jd
刚到货，想评价，我去，一看价格下降***，一下子心里就不爽了,0,jd
设计有缺陷，这种产品也能上市！,0,jd
简直就是垃圾，看都看不清,0,jd
衣衣很不错，穿着很漂亮，下次还会买,1,jd
我勒个去  这做工真是让人无语,0,jd
也就这样了，很一般，不值这价，将就一下吧！,1,jd
真不错 面料很好 很喜欢,1,jd
比较清淡 只能泡三泡,1,jd
这个不是骨传导，国产厂家又利用我们的信任，和耳朵隔着一段距离就能听到叫骨传导？,0,jd
质量很好，做工没得说，非常满意,1,jd
弟弟不喜欢，质量太差裤子太宽了,0,jd
"卖家发货速度非常快，完全超出期望值,质量与卖家描述的完全一致，好评 ",1,jd
价格便宜，但不实用。用了一次就换回带式的了。,0,jd
好。。。。。。。。。。还好。,1,jd
款式好看，就是有一点离胶,1,jd
孩子喜欢，东西还可以吧,1,jd
塑胶味道重，差！！！,0,jd
太薄了，冬天穿不行！而且号不一致！,0,jd
质量就还可以，就是太短了，摸着还是挺舒服的，感觉不值这个价位。,1,jd
实物与图片差别很大,0,jd
基本上是可以！！！！,1,jd
以前用过，很好。这次买了两瓶。,1,jd
物流很快，东西质量不敢恭维，对不起这个价位。。,0,jd
哈哈 经典 搞笑 看了几遍,1,jd
没有一个月鞋底就坏了,0,jd
质量一般，订单上写着要发票，沟通多次为解决,0,jd
"裤子相当舒服,弹性超大.如果面料再有型一点就更好了.",1,jd
垃圾不解释！！什么玩意，就是拿残次品来充数！,0,jd
物流太慢了，给个差评，一个星期才收到货,0,jd
喜欢，喜欢，喜欢，很精致，,1,jd
买三台，一台有问题，上不了网，果真是一分钱一分货。建议不差钱的买好点的。,0,jd
骗子大家小心，好像是假的，真难用,0,jd
书都没收到，系统说已完成交易，真奇怪？张冠李戴，一头雾水。。。,0,jd
包还是很喜欢的，只是没有想象中的大，总体满意,1,jd
我要的米妮！发过来是米奇！！！！！,0,jd
帮同学买的，他很喜欢。,1,jd
味道好极了，值得推荐购买,1,jd
挺好，实用。不过要看自己想不想用,1,jd
不要买这家的滑板车！极差的客户服务！我告诉卖家后轮坏了，只转一两次然后就停了。我检查了刹车是对齐的，所以后轮不转不是刹车的问题。前轮一推可以转20秒钟，后轮只转2秒。然后我让卖家给我换一个后轮，因为他给我的滑板车后轮是坏的。卖家不愿意换，硬说是安装的问题，让我打技术的电话，我玩滑板十几年难道还分不清是我没装好，还是车轮本身的问题吗？把车拿到单车修理店也说，后轮的车轴和轴承根本就是连在一起的，螺栓无法松动也无法拧紧。这本来就是个坏掉的轮胎。我和卖家再次沟通，卖家坚持车不可能是坏的，我说车的其他部分都很好，只是后轮是坏的，那我买一个后轮胎吧，卖家也不愿意。千万不要买他家的滑板！！要是碰到卖坏轮胎给你，算是你倒霉，因为卖家完全不理会。不会给你修，更不愿意给你换的，万事只会说，是你不会安装。总之千万别买！！,0,jd
到货速度挺慢的，商品包装质量很差，打开后睫毛膏是干的，跟描述的不一样。估计不是正品。,0,jd
语音识别那叫一个差，说半天都识别不了，真**考验人的耐性，唱的难听不是你的错，但拿出来卖就不对了，真怕把孩子给教坏了，衣服质量差，各个关节僵硬，太差，太差，谁买谁后悔,0,jd
果实过干，口感不好,0,jd
卖家发货很快，客服也不错，宝贝包装很坚固，没有破损，试了下，水压很大，有洗车场的味道，以后洗车就可以直接搞定了 ,1,jd
穿了一次 。1.鞋子收到很大一股味。做工可以但很大味。2，鞋底太硬，鞋子没有说的那么轻。3，穿着跑了一次步，不到5公里，感觉鞋子有点变形。就穿了一天看着像穿了很久一样。4.穿了臭脚。我肯定不是臭脚。但是这双穿了真有味。,0,jd
太垃圾了，质量一点不好，味道难闻！欺骗性太强了！,0,jd
大腿的拉链做的不怎么美观    不过还行,1,jd
买回来长了，就自己剪短一截 一看  根本不是什么皮料，你说不是皮料就算了嘛 毕竟价格在这里，你还说这是皮料 和描述不符，欺骗消费者。,0,jd
衣服收到了，我老公穿上挺合适。颜色质重都好，下次还要买，。,1,jd
东西还可以吧。。,1,jd
补水性好，而且保湿，很不错的,1,jd
快递快，货好好，快递快，货好好，快递快，货好,1,jd
还不错，商家也可以,1,jd
非常不满意。我过年前买了一双长靴到现在都没拿到还198 现在图片也变成了夏天的了我是无语 但是也没寄给我 联系卖家他也不回 我还是第一次见到这种 坑人也不带这样的  不会再有下次了 没事就当是拿钱买经验 反正受损的是你们的名誉,0,jd
垃圾货，千万别买个,0,jd
要是再便宜点就好啦。,1,jd
穿一天扣子都掉了，布料硬硬的         。。。,0,jd
用过一次。感觉蛮好的~~~~~~,1,jd
有点像涤棉的，不是纯棉的，不舒服，总共拍了七件四件加棉的，包装太简单直接塑料袋装着就把货送来了，都没外包装。。。,0,jd
相当于一百三十九,1,jd
很实用，专家详解举例很少，快递给力所以选择京东的希望继续保持,1,jd
没打开看直接送人了，满满的一桶，不错。,1,jd
网页注明有赠品，发来没有，问客服，说本地区没有。建议大家买时询问好，否则吃哑巴亏。价格贵，做出的米饭和几百的没区别。,0,jd
比较详细的介绍了干酪，感兴趣的人可以看看,1,jd
做工非常不错，面料也很舒服，加热迅速,1,jd
好吃，但包装袋不是这个样子的。,1,jd
很喜欢。喝水心情都会很好。朋友都说很漂亮,1,jd
验钞很快；被写了字的人民币通不过，但换一个方向就可以，这是为什么？,1,jd
可别买，上当受骗'欺骗消费者,0,jd
书角皱了，不影响没事，赠品问要，一句稍等，等的没人了,0,jd
给小升初的孩子买的，就是北京没货，等了近一周的时间才收到货。,1,jd
感觉还不错吧！没样品试！,1,jd
包装挺好、只不过还没用不知咋样&hellip;,1,jd
书很畅销，本要买20本，可只买到一半，价格和优惠，送货也快，就是书本封面有点脏，是油墨印和手指印，也许是最后10本的缘故吧，还是能接受的。,1,jd
不错，好用方便快捷,1,jd
箱子很好看，女儿很喜欢,1,jd
东西又小，运费又贵，物流还慢。,0,jd
帮同事买的，说是没有荧光剂的，好评！,1,jd
很好，后悔少买了一件,0,jd
不好，穿了两天鞋底就磨坏了,0,jd
运输速度很快的！产品质量也不错！,1,jd
衣服很满意喔    朋友说好看  也要帮他儿子买一套  大家买买买,1,jd
不细致，没有想象的好！物流最垃圾的慢！,0,jd
对那手机保护膜很不满意，，，小了一点,0,jd
非常一般，擦头不全，刚买了一个魅族手机结果没有它的擦头,0,jd
好评，特别是韵达快递蜀黍最给力了，从东莞到惠来竟然用一个礼拜的时间，更可恶的是包裹很脏，好像被拆过似的，里面的塑料袋有拆过的痕迹。不说了，好评。,0,jd
一般般，物流太垃圾,0,jd
包挺大的，有色差，质量一般，这个价格还能要求什么呢。,1,jd
很兴奋的拿来了裤子。打开很惊喜，真的不错。很划算的裤子,1,jd
物流太慢，货品好,0,jd
东西挺好 脖链不太好 给四星吧,1,jd
袖子太长，，，肩膀太窄,0,jd
东西不错，方便，也很舒服,1,jd
太甜了，没有柠檬味,1,jd
从布料看起来觉得很差,0,jd
又一次上当书，内容堆砌啊，没啥,1,jd
和另一件差不多.不过很好,1,jd
质量真不咋地！有杂音，音量也小,0,jd
完美   东西很好,1,jd
物流慢了点。送货员态度不错,1,jd
亮度不错，也很小巧，携带很方便。,1,jd
快递服务太差，只到我院子门口我有事出不去让他送我家楼下，直接说不送不然就算了....,0,jd
很别致的小灯台，很好看。,1,jd
衣服颜色跟图片一样，但是有质量问题，前面的线有掉，到处都没有这个线，无法自己修补,0,jd
非常好，物美价廉，客服态度也好，店主超级棒,1,jd
品质太差，跟地摊货没什么区别，掉毛非常严重，气味很大，做工很差，到处都是线头，色差也很大，不知道京东怎么审核，第一次在京东买到假货，差评!差评!,0,jd
挂图能发出声音，孩子有兴趣了，呀呀呀,1,jd
太薄了～和图不一样,0,jd
垃圾，，，跟图片比起来完全两个样，京东我好失望。,0,jd
收到颜色很炫，好用好用,1,jd
挺好的托业书籍，好好准备，好好加油!,1,jd
扣子很水，现在已经全部断了。都是自己用铁夹子固定在。,0,jd
店家发货快，快递也给力，是专柜正品的文胸，质量很好，戴上刚好，感觉很舒适。,1,jd
其实构思方面蛮不错的，可以没有写得像想象中那么透彻。,1,jd
里面附赠的DVD光盘不能听，怎么换？,0,jd
还可以吧，宝宝PP红有一定效果，但还是得勤换纸尿裤,1,jd
这本书写的很轻松、、好看、、,1,jd
鞋收到了，孩子也喜欢，没有送礼品,0,jd
这是我买过最贵的笔。但却是很差的笔。之前在某宝买的湖羊才18块的，都比这个要好很多，而这个却竟然挂着周虎臣这样的名牌，真是挂羊头卖狗肉啊。笔一化开就开钗，还怎么写？,0,jd
卖家态度很好 包装的很精致 满意,1,jd
质量太差了。几天就漏气了。坑啊！！！,0,jd
"送过来时有点邹,不过其余的还不错。",0,jd
购买时与客服提醒沟通需要的规格尺寸，结果收到的产品不是提醒的规格尺寸，对卖家这种不负责任的态度，相当不满意，退货,0,jd
质量很棒，穿起来很舒服，很合身，不错啊，喜欢,1,jd
真差，味道特别臭，高度不够，写的14cm只有8cm，明显欺骗消费者，做工非常差，收下没有退货是想少坑一个人，果断扔掉，，,0,jd
已经不灵了，才用了几个月，而且只是晚上用一会，篮了就关了。我是镇江的，现在开个把小时依然红色。\n而且玩饥饿营销，滤网购买也不方便，差评！,0,jd
垃圾，和图片上不一样,0,jd
宝贝非常棒。很喜欢也很有范。包装特别精致！,1,jd
物有所值...物有所值....,1,jd
还可以，挺重的，有一点点小伤痕。,1,jd
东西太软了，以后不会再买,0,jd
贵了点点点点点点点啊啊啊啊啊啊啊啊啊啊啊啊啊,1,jd
一般般，口味不一，可能和我以前其他地方卖的&ldquo;昔归&rdquo;不一样。,0,jd
东西来的很快，但一开自动档，老是红色高风，一直不变，打售后电话，要工作日才上班。服务不到位！,0,jd
宝贝收到了 物流速度很快 质量很好 很满意 值得推荐的产品,1,jd
其实款式还不错，可悲的是颜色不满意，明明要的是墨兰，收到的怎么看也是绿色，望小伙伴们慎重,0,jd
TaOPIK　　《新韩国语能力考试模拟试卷1》是适d应改革后新韩国语能力考试形式的一本模拟试题集。由g在中国执教多年，有丰富教学经验的韩国外教主笔，j中国教师辅助编写、翻译。l这样的编者阵容一方面从n语言上保证了地道、鲜活，o另一方面深度适合中国学生的学习和接受特点。本书提供10套模拟题，同时提供全部答案与题目、选项翻译，译文按原题形式排版，让读者接受起来更加清晰、明了。听力部分提供纯正A配套录音,1,jd
宝贝质量和描述的一样好，性价比很高，服务态度很好，发货很及时,1,jd
质量很好，款式很好看，值得推荐，赞,1,jd
一分钱一分货，价格奉奉的,1,jd
帮朋友买的，回馈还不错哦,1,jd
还行，就是书有点脏，送货师傅态度也不错,1,jd
手指部分太容易破损进水。,1,jd
袜子不错，穿起很舒服,1,jd
太小，不所值，被骗的赶脚。物流也不行，没打通我电话也不发短信息,0,jd
2月8日下单，2月28日才收到货。送货速度超级慢，快递人员服务态度极度差！,0,jd
不好用，麦一直用不起,0,jd
跟图有差距，密码锁不咋滴,0,jd
有点薄，其他还行，主要速度快,1,jd
还行吧，不过有一边有点折了，很久了都还没平整,1,jd
谢谢老板一直能凭良心找好货。这年头能在网上一如既往的回馈好货的卖家真心值得珍惜。谢谢礼物，孩子好喜欢。必须全五分。这猪肉太香了！,1,jd
很好很强大很好很强大....,1,jd
图书没味，宝宝喜欢,1,jd
适合MBA复习，解析很详细、清晰！,1,jd
还没看过呢，呵呵 道农大哦,1,jd
音效太差了，和200的电脑音箱差不多，还不给退货，那个服务人员居然把我的电话给断了，直接退货不成功。我都在京东买了几万快的东西，没试过这样子的。,0,jd
给媳妇买的，衣服是比较满意的，就是毛领好像不是真的啊！这么贵的衣服毛领是假的，档次一下就没了，很失望，獭兔毛又不贵至于么，勉强给个好评！,1,jd
。。。。。。。。。。。。。。很好。。。。。,1,jd
塑料的，质量很好，不容易坏,1,jd
吸管设计的比较差，喝水不方便,0,jd
又来了，哈哈哈，一如既往地不错 ,1,jd
虽然洗了一次以后就找不到了。但是回忆当初穿的时候还是很舒服的,1,jd
很不错的编绳，下次还会再来。,1,jd
每次用完之后才太阳光下晒晒， 每次用的都是 非常的干爽哦~~~,1,jd
物流速度慢，带子质量差，卡的不得了,0,jd
东西不错，给老婆买的老婆很喜欢。快递给力能送到镇上。,1,jd
天天快递出了名垃圾你们都敢用啊！,0,jd
皮带质量很差，买回试穿一次就掉皮。,0,jd
什么玩意快递现在还有走半个月的,0,jd
买的还挺值得，这是第二件了,1,jd
套装很好用。谢谢了。为啥要10字好评？,1,jd
真是稀烂，我保证再不会买他家的东西，1月27号买的，到2月17号还没送，而且居然显示货已经收到了，这不是欺骗消费者吗？,0,jd
没有图片漂亮，还要自己做好麻烦的.质量也不咋地,0,jd
还行，质量还可以，手感不错,1,jd
没有说的哪么好,0,jd
主要讲大鹏的经历，还可以，挺励志的,1,jd
质量一般，偏小，感觉不耐用,1,jd
假货！！大家千万不要上当了！*！！比平时买的内裤质量还差！怎么京东也有这么多假货,0,jd
整个物品是被塑料密封着，从塑料包装外面根本就没有办法发现商品是否有问题，回家拆天塑料包装一看：全碎了。。。。无语。。。。易碎品、购买慎重。,0,jd
说好是礼品，但根本没有，还让我评价，简直太可笑了。,0,jd
车子质量款式不错，价格超值，服务超好，订货后，便有客服通知货已发出，3天到货，半小时安装好，骑行10KM，变速、刹车非常灵敏，同事们都说好，昨日，客服又来电话询问车子是否装好，有何问题，客服服务非常好。愉快称心的一次购物。点个赞！,1,jd
一般了，只是只有枕头套并不像卖家描述的有枕头芯，感觉像被骗了,0,jd
还不错，跟图片差不多的。,1,jd
图书做活动，屯书进行时,1,jd
拿到东西很惊喜  贴在皮肤上很舒服  打算再买两条  虽然物流好慢  但是给个好评吧,1,jd
不错，喜欢，不过眼镜盒的质量真不怎么样。,1,jd
不好，朋友可别买啊！买就上当，,0,jd
给外甥女买的，说穿着还不错,1,jd
速度一流，，还以为在我这偏远山区会比较慢，结果两天就到了。。,1,jd
非常好第二天就到了,1,jd
宝贝收到，相当不错，跟超市买的味道一样，不过亲，请你看下你的生产日期跟保质期，是不是过期咯哦，过期的产品还发出来，太没得良心咯嘛，良心被狗吃啦，简直过份,0,jd
一曲肝肠断天涯觅知己,0,jd
画功如此之烂 受不鸟了！！！！,0,jd
一分价钱一分货吧密封性太不好了,1,jd
宝宝爱喝  味道甜美性价高,1,jd
太垃圾了，扣上去以后，手机与电池有好大的间距。,0,jd
快寄很垃圾，走了整整一周。本来想退的但是嫌麻烦。想要购买的朋友们注意了。,0,jd
难喝，以后还是屈臣氏了,0,jd
等了很久 很久才收到，把没货的拆了单才送来。&rarr;_&rarr;&rarr;_&rarr;&rarr;_&rarr;&rarr;_&rarr;&rarr;_&rarr;,1,jd
还好还好！加油加油！,1,jd
实例有点少，内容总体上不错,1,jd
墨水不错。。。。。。。。。,1,jd
商品很好！物流真慢！,0,jd
神马破玩意，两天回力就坏掉了，很轻,0,jd
昨天下的单 今天早上就收到货了  神速！方便快捷  卖家态度很好 人很好 有任何问题都会一一耐心解答 价格也实惠 比去批发市场的还便宜！总之各方面都很满意 以后还会来买！必须全部五星好评！,1,jd
发货快，包装好，宝贝收到了，非常的满意。很好用噢，没有气味，质量很棒,1,jd
不建议买，感觉不是真的，口不是密封的，还有盒子也也和网站是的不一样，问客服也没人理，看我照的和网站上的事一样的吗？,0,jd
真tm小，而且车门一打开就会放各种奇葩的音乐，一看就是给小屁孩玩的，不值得收藏,0,jd
内容详细，就是例子有些少，只有一个例子。挺适合初学者的。,1,jd
打折买的，不用裁剪很不错。,1,jd
手感很好，表面有点刮花。说是4件，只收到哑铃，其他3件不见踪影。,0,jd
差距就是这样拉开的,1,jd
刚装修完的家，测了三次了，前两次一样结果，都是0.1，不知准不准。家里后来连续关了四天没人住，回来再测就成0.2了。,1,jd
给朋友的女儿买的  听说蛮喜欢的 ,1,jd
作用不大，质量还行，物流给力,1,jd
不是徐静蕾的那个，哈哈,1,jd
回来一个破的收藏册，最不爽的一次购物。质量不好，价格高。,0,jd
从发货到现在，都没用过，一点都不好用，硬邦邦地，尤其是枕头，而且空间也小，一点都没有支撑到肚子。没什么作用，我都想扔了，那么一大块东西放那还占位置，我去母婴店里看到的拖腹枕比这个软多了，我想不不通为什么用这么硬的，质量不好，一点都不舒服，我还特意买个贵的。唉，真失望，本想退货的，算了,0,jd
物美价廉！跟专卖店去买好多了！,1,jd
包装得很好，也很好看，就是没有预期的效果。总体还不错。,1,jd
质量没有想的好，快递很慢！,0,jd
和想象中的完全不同.  对不起这个价..,0,jd
酒具到了，包装的仔细没有一点损坏，质量看着不错，底座是水晶的看着有档次，很透一看就知道材料很好，满意的购物~\n,1,jd
用微信二维码扫一扫是正品，就是外观有点露胶水。先试穿一段时间再来评价！,1,jd
首先快递很给力 产品有好几个地方 都磨掉漆了 感觉不像是新的  这个价格高了 性能上我觉得也差点意思   我不是很满意,0,jd
质量不错 做工挺精细,1,jd
宝贝是正品，纸质不错，插画也很清晰，很喜欢！有需要还会再来！,1,jd
应该是挂协和的名，内容有东拼西凑嫌疑，不严谨，不象协和的风格,0,jd
还不错，材质我是看不懂，,1,jd
和几十的地摊货唯一的区别就是打了个国家地理的商标，这个价太坑了，包包很轻很单薄，包装很简陋，这次购物算是坑了。,0,jd
很漂亮，女票很喜欢,1,jd
垃圾的服务，换货竟然让我来过到付，坑货，质量也太一般，必须差评,0,jd
两盒面膜只发了一盒、？？？？？,0,jd
真的懒得说，从大使馆电话，到景点地址，到交通方式，没一个靠谱的，这次旅游被这本书坑惨了。,0,jd
忘用了优惠券，商家退了香水小样，眼霜有法式风情，很好用,1,jd
"京东钻石买家亲身经历！非常容易卡线，退货还要买家出运费，反正售后，谁买谁后悔！不想多说，也不退了，200多买一个经验，也给其他买家一个参考！非京东自营，三思啊,*卖家来到京东！",0,jd
不满意 这分明也是国产的 跟想象中的不一样 感觉有点假凑合用吧 送的本子还是很喜欢 但别的我真是无话可说 不用再来！快递也不给送还是得自取很差劲,0,jd
送的礼物比衣服好，呵呵,0,jd
鞋子偏大啊！都大了一码也不方便换了！但是质量还不错，样式也好看。,1,jd
跟图片一致给个好评,1,jd
保护套和后盖都是塑料的，有一种上当的感觉。,0,jd
哎微品牌被套质量非常差、尺寸不规范，根本不是纯棉的，买回来没法用。,0,jd
收到后特别满意，这便宜又好用，值得购买,1,jd
还是我大香港的这种钞票好！,1,jd
物流太慢，拍下三天都没发货，键盘和说明书的也不一样，没FN键,0,jd
花都还好了，那瓶子什么玩意，外面一堆丝没弄干净，里面也不干净，这**还怎么送人。,0,jd
呵呵，这色差，给女朋友买个你这是让我丢人啊,0,jd
质量还可以。放在地上不容易跑掉，很喜欢 ,1,jd
快递出奇的慢 寄了一个多月 差评,0,jd
包装很好，送了榨菜。喜欢,1,jd
挺好哒～不过天冷还没穿,1,jd
衣服还可以，就是裤子不好穿,0,jd
买回来没几天就开始修了，用了一个多月，后轮钢线断了几条，现在找师傅换了更粗的钢线，总体来说这车就是款式好,0,jd
真心差，用了一下就坏了,0,jd
图片鲜艳夺目，包装盒挺正 \n规 看来商家在这方面做了不少功课，看评价都是好的不得了，障眼法吧！挂羊头卖狗肉！谁买谁知道！,0,jd
穿几次就鞋底脱胶，，，，，，，,0,jd
美中不足的就是门中间的板下面翘起来；,1,jd
是一本值得看的书籍，看后有一定的帮助,1,jd
送货速度慢就算了，说了要发票没给，一直拖，等着这张发票和别的物料一起去报销的，一直不给，导致别的也报不了，太过分了！回复又慢，实在是火大！,0,jd
咖啡味道很浓，值得！！！！！！,1,jd
总体不错 样式很靓丽 娃娃喜欢很喜欢 肯定介绍朋友来购买,1,jd
还不错把，价格贵了点，手感擦了点，而且有点滑有磨砂就好了,1,jd
还好吧，价格略贵，感觉和一般的差不多。,1,jd
一般吧，写起字来有滋滋的声音，让人心里特别不舒服！,0,jd
包包收到，快递非常给力，款式很不错，是我喜欢的款，和店里的卖的一样，性价比高，质量非常好，很满意！\n,1,jd
压根我就没见到货，快递员后来说自己赔钱，没有要,0,jd
拉链扣子太容易坏了，用一次坏1个。,0,jd
不好，就穿几次就毛了,0,jd
正品应该是正品，是韩国卖的货。但我之前用的是中国专柜卖的，两个一比较，还是有差别的。难怪别人一直说，韩国人都是把最好的留着国内，出口到中国的会稍微次一点。感觉真的是这样啊，还是韩国专柜买的更好一点。,1,jd
之前在京东买东西一直很满意，速度快，质量好，可是这次发货慢也就算了，书拿到的时候封皮脏脏的，真的很脏！,0,jd
个人认为书有那么一点点薄，但是在缺货的情况下，也只用了4天就到货的速度还是很好的！谢谢,1,jd
光盘正在使用中，应该还不错。,1,jd
纸张质量好，内容有干货，打折时购买很划算,1,jd
正版。买回来的时候盒子破了。,1,jd
质量太差了，这是我第一次差评哦，刚收到东西带回家马上试了一下，就成那样了，我一直很相信京东的，原来京东也有次品、水货的，第一次在京东App上买东西，太失望了,0,jd
真的很暖和，就是色泽太单调了一点,1,jd
材料库里少好多软件，柯达磨皮没有，别的也就一般般,0,jd
东西还是好看的，就是怎么不暖啊，我开3档全部开到最大的不暖的啊？请问这是为什么呢？,0,jd
很好用，她很喜欢。很好用，她很喜欢。,1,jd
过年时帮同事给他侄子订的，发货超慢物流超慢，把同事和他的侄子急死了,1,jd
质量不怎么底   可能价格低吧  所以也别要求太高,0,jd
宝贝不错，下次还会来买的,1,jd
用料一般，安装不牢固。偏小！,0,jd
鞋子很不错，是我喜欢的风格，物美价廉，赞一个,1,jd
面料厚硬，不值这些钱,0,jd
质量太差了，都没试过穿的衣服会这样破了的，更惨的是穿出去半天才发现，太尴尬了，客服很没诚意的说给张满*的优惠券补偿下，我无语,0,jd
怎么就不能给0星啊，塑料的东西，还说是合金的，包装难看的不行。骗人，欺骗消费者,0,jd
一点用都没得！,0,jd
形意大家的书。值得推荐。跟孙禄堂先生的书比对着看。\n国民习于弱，始归咎于体力之不强；国俗皆右文，乃慨叹于武学之不振，呜呼惑已。夫熊经鸟伸，传自上古，少林武当，拳家辈出，吾华武术，岂真后人？顾谙武事者，或则粗野无识，唯知以力凌人；或则秘而不宣，唯恐以武犯禁，驯致御侮强身之术，起衰立懦之功，不能传主人人，渐成此萎靡无气之风习，滋可惜也。我友薛君颠，河北奇士也，精技击，通内功，复能不吝所知，欲尽所学之秘传，笔之子书，公之当世。前曾着《形意拳讲义》出版，早已风行南北，纸贵洛阳；近复着《象形会真》一书，于击刺腾闪之法，俯仰进退之方，罔不详晰指明，便人人无师自习，取象于狮熊猿鹤，而归本于练气练神，盖术也而进乎道已。予于武学一无所晓，力不能缚一鸡，而薛君乐与予谈，且示此编嘱为之序，子将何以为言哉？唯期此书一出，青年有志，人手一编，修养身心，共臻强固。 举报目录 ······ 象形拳法真诠目录总纲绪言第一章第一节 武艺道艺分论第二节 初学规矩第三节 初学三害 · · · · · · (更多) 象形拳法真诠目录总纲绪言第一章第一节 武艺道艺分论第二节 初学规矩第三节 初学三害第四节 桩法慢练人道第五节 三层道理第六节 三步工夫第七节 三种练法第二章 九要第一节 三弓第二节 三垂第三节 三扣第四节 三圆第五节 三顶第六节 三摆第七节 三挺第八节 三抱第九节 起躜落翻要义第三章 八论第一节 论身第二节 论肩第三节 论肱第四节 论手第五节 论指第六节 论股第七节 论足第八节 论谷第四章 四梢第一节 筋梢第二节 骨梢第三节 血梢第四节 肉梢第五章第一节 六合第二节 八忌歌诀第三节 八性第四节 论步第六章第一节 阴阳第二节 丹田充实法第三节 锻炼筋骨第四节 三性合一第七章 六意第一二节会意象形第三节 假借第四节 ,1,jd
要个粉色的、给发了个黄色的，黄色的也行、你别全是线头还掉毛啊！啥也不想说了,0,jd
"超级满意,宝贝质量很好做工很赞，戴在手上很合适，正品毫无疑问，好评",1,jd
对于我来书，很实用，减少了查规范的时间。,1,jd
